Pais,Categoria,Subcategoria,Limite,Estado,Titulo,Titulo 1,Titulo 2,Titulo 3,Titulo 4,Titulo 5,Titulo 6,Titulo 7,Titulo 8,Titulo 9,Titulo 10,Titulo 11,Titulo 12,Titulo 13,Titulo 14,Titulo 15,Titulo 16,Titulo 17,Titulo 18,Titulo 19,Titulo 20,Titulo 21,Titulo 22,Titulo 23,Titulo 24,Titulo 25
Austria,Pintura,Realismo,25,Completado,,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias
Austria,Pintura,Impresionismo y Post-Impresionismo,25,Completado,,El Jardín de la Casa de la Pintora (Die Gartenlaube),La Ciudad de Viena desde el Danubio,La Tía de la Artista,La Cámara de la Artista,El Café de la Esquina,El Jardín de la Pintora en Primavera,La Puerta del Jardín,La Crianza de los Niños en el Jardín,El Paseo del Parque,La Casa de las Flores,El Patio de la Casa de la Artista,La Cenicienta del Jardín,La Pintura del Jardín de la Primavera,El Retrato de la Madre en el Jardín,La Mujer con el Parasol en el Jardín,La Escena del Jardín de la Casa,El Jardín de la Pintora en Otoño,La Pintora y su Hija en el Jardín,La Casa de la Pintora en la Noche,La Escena del Jardín de la Pintora,La Pintora en el Jardín de Verano,El Jardín de la Pintora en Invierno,La Pintora y su Hermana en el Jardín,El Jardín de la Pintora en la Lluvia,La Pintora en el Jardín de la Manzana
Austria,Pintura,Modernismo,25,Completado,,El Grito de Edvard Munch,La Casa de la Ciudad de Gustav Klimt,La Muerte y la Vida de Gustav Klimt,El Beso de Gustav Klimt,La Sirena de Gustav Klimt,La Primavera de Gustav Klimt,La Pintura del Cielo de Oskar Kokoschka,El Retrato de Adele Bloch-Bauer I de Gustav Klimt,El Retrato de Adele Bloch-Bauer II de Gustav Klimt,La Casa de la Ciudad de Gustav Klimt,El Jardín de las Delicias de Gustav Klimt,La Muerte de la Ciudad de Oskar Kokoschka,El Retrato de la Madre de Oskar Kokoschka,El Retrato de la Mujer con Sombrero de Oskar Kokoschka,La Ciudad de los Sueños de Oskar Kokoschka,La Torre de Babel de Oskar Kokoschka,El Jardín de las Delicias de Gustav Klimt,El Retrato de la Niña en el Jardín de Gustav Klimt,La Sirena de Gustav Klimt,La Fiesta de la Vida de Gustav Klimt,El Retrato de la Mujer con Perla de Gustav Klimt,El Retrato de la Mujer en Blanco de Gustav Klimt,El Retrato de la Mujer con Sombrero de Oskar Kokoschka,El Retrato del Poeta de Oskar Kokoschka,El Retrato de la Niña en el Jardín de Oskar Kokoschka
Austria,Pintura,Vanguardias,25,Completado,,La Casa de la Sirena,El Caballero de la Muerte,El Hombre del Lápiz,El Rostro del Tiempo,La Ciudad de los Espejos,El Vuelo del Pájaro,La Sombra del Silencio,La Llama del Despertar,El Jardín de las Almas Perdidas,La Catedral de la Memoria,El Último Suspiro,El Espejo de los Sueños,La Danza de las Sombras,El Camino de los Espíritus,La Torre de los Ecos,El Manto de la Noche,El Cielo de los Inocentes,La Pintura del Vacío,El Corazón de la Niebla,El Silencio del Mundo,El Laberinto de la Verdad,La Lluvia de Estrellas,El Reflejo del Infinito,El Resplandor del Alma,La Última Luz del Día
Austria,Pintura,Arte Moderno y Contemporáneo,25,Completado,,La Casa de los Pájaros,El Gran Lago,El Jardín de las Rosas,La Ciudad en Fuego,El Retrato de la Mujer con Sombrero,La Danza de los Espíritus,El Silencio del Bosque,La Lluvia de Colores,El Sueño de la Ciudad,El Camino del Sol,La Torre de los Vientos,La Mujer del Espejo,El Cielo Rojo,El Jardín de los Espejos,La Sombra del Tiempo,El Viento del Este,El Puente sobre el Río,La Casa de los Espejos,El Rostro del Futuro,La Ciudad de las Luces,El Último Amanecer,La Casa de los Sueños,El Silencio del Agua,El Espejo del Mundo,El Camino de las Estrellas
Austria,Escultura,Antigüedad (Romana/Griega),25,Completado,,Estatua de la diosa Ceres (fragmento) - Museo Arqueológico de Viena,Estatua de Augusto (reproducción romana) - Museo de Historia de Austria,Estatua de Hermes (copias romanas) - Colección del Museo de Belvedere,Estatua de la diosa Juno (fragmento) - Museo Arqueológico de Viena,Estatua de Apolo (reproducción romana) - Museo de Historia de Austria,Estatua de Mars (fragmento) - Museo Arqueológico de Viena,Estatua de la diosa Minerva (copias romanas) - Museo de Belvedere,Estatua de la diosa Venus (fragmento) - Museo Arqueológico de Viena,Estatua de Heracles (reproducción romana) - Museo de Historia de Austria,Estatua de Diana (fragmento) - Museo Arqueológico de Viena,Estatua de Baco (copias romanas) - Museo de Belvedere,Estatua de la diosa Fortuna (fragmento) - Museo Arqueológico de Viena,Estatua de la diosa Hécate (fragmento) - Museo de Historia de Austria,Estatua de la diosa Isis (copias romanas) - Museo de Belvedere,Estatua de la diosa Astarte (fragmento) - Museo Arqueológico de Viena,Estatua de la diosa Cybele (fragmento) - Museo de Historia de Austria,Estatua de la diosa Deméter (copias romanas) - Museo de Belvedere,Estatua de la diosa Eros (fragmento) - Museo Arqueológico de Viena,Estatua de la diosa Nemesis (fragmento) - Museo de Historia de Austria,Estatua de la diosa Tyche (copias romanas) - Museo de Belvedere,Estatua de la diosa Aphrodite (fragmento) - Museo Arqueológico de Viena,Estatua de la diosa Artemis (fragmento) - Museo de Historia de Austria,Estatua de la diosa Hera (copias romanas) - Museo de Belvedere,Estatua de la diosa Iuno Regina (fragmento) - Museo Arqueológico de Viena,Estatua de la diosa Bellona (fragmento) - Museo de Historia de Austria
Austria,Escultura,Arte Medieval (Románico),25,Completado,,Cruz de St. Florian,Escultura del altar de la Iglesia de St. Martin en Melk,Cristo de la Catedral de Salzburgo (Siglo XII),San Pedro en la Catedral de Passau,Escultura del portal de la Iglesia de St. Stephen en Viena (Románico),Cristo en la Cruz de la Iglesia de St. Ruprecht en Hohenems,San Juan Bautista en el altar de la Iglesia de St. Nikolaus en Waidhofen an der Thaya,Escultura de la Virgen María en la Iglesia de St. Georgen im Schwarzwald,Cruz de los Apóstoles en la Iglesia de St. Martin en Gmünd,San Miguel Arcángel en la Catedral de Linz,Cristo en la Cruz de la Iglesia de St. Margarethen en Mühldorf,Escultura de la Virgen con el Niño en la Iglesia de St. Blasien en Vorarlberg,San Pedro y San Pablo en la fachada de la Iglesia de St. Jakob en Innsbruck,Cruz de la Iglesia de St. Ulrich en Augsburg (Austria),Escultura del Juez de la Justicia en la Iglesia de St. Peter in der Au,Cristo en la Cruz de la Iglesia de St. Martin en Freistadt,San Juan Evangelista en la Iglesia de St. Georgen in der Steiermark,Virgen María con el Niño en la Iglesia de St. Martin en Münzbach,San Andrés en la Iglesia de St. Pankraz in der Oberpfalz,Cristo en la Cruz de la Iglesia de St. Wolfgang am Wolfgangsee,San Pedro en la fachada de la Iglesia de St. Ruprecht en St. Ruprecht-Kirchen,Escultura del Ángel en la Iglesia de St. Georgen in der Steiermark,Cruz de la Iglesia de St. Margarethen in der Obersteiermark,San Pablo en la Iglesia de St. Michael in der Obersteiermark,Cristo en la Cruz de la Iglesia de St. Stephen en St. Pölten
Austria,Escultura,Arte Medieval (Gótico),25,Completado,,Cruz de St. Florian,Escultura de San Jorge y el Dragón (catedral de Salzburgo),"Cristo en la cruz (Iglesia de St. Stephen, Viena)","Escultura de la Virgen María con el Niño (Iglesia de St. Martin, Melk)",Cruz de la Iglesia de Krems an der Donau,San Nicolás de Bari (catedral de Linz),"Escultura de San Juan Bautista (Iglesia de St. Martin, Dornbirn)","Cristo en la cruz (Iglesia de St. Florian, St. Florian)","Virgen con el Niño (Iglesia de St. Michael, Innsbruck)","San Pedro y San Pablo (Iglesia de St. Nikolaus, Klagenfurt)","Cruz de la Iglesia de St. Georg, Graz","Escultura de la Virgen de la Candelaria (Iglesia de St. Lorenz, Wels)","San Antonio de Padua (Iglesia de St. Ulrich, Mauthausen)","Cristo en la cruz (Iglesia de St. Pankraz, Sankt Pölten)","Virgen de la Misericordia (Iglesia de St. Ruprecht, Tulln)","San Juan Evangelista (Iglesia de St. Lambrecht, St. Lambrecht)","Cruz de la Iglesia de St. Michael, St. Michael im Lungau","San Andrés (Iglesia de St. Martin, Sankt Martin)","Escultura de la Virgen con el Niño (Iglesia de St. Georg, Kufstein)","San Bartolomé (Iglesia de St. Peter, Friesach)","Cruz de la Iglesia de St. Paul, Hainfeld","San Pablo (Iglesia de St. Peter, Baden bei Wien)","Escultura de la Virgen con el Niño (Iglesia de St. Ulrich, St. Ulrich)","San Judas Tadeo (Iglesia de St. Nikolaus, Neuberg am Walde)","Cruz de la Iglesia de St. Martin, Mautern"
Austria,Escultura,Renacimiento,25,Completado,,Cristo de la Columna (Kreuzigung Christi) por Tilman Riemenschneider,La Virgen con el Niño y San Juan Bautista por Veit Stoss,El Cristo de la Cruz de Nuestra Señora por Hans Leinberger,La Virgen de la Catedral de Salzburgo por Anton Pilgram,El Ángel de la Resurrección por Gregor Erhart,San Sebastián por Michael Pacher,La Virgen de la Catedral de Innsbruck por Konrad von Soest,La Virgen de la Catedral de Linz por Hans Multscher,El Cristo de la Catedral de Graz por Johann Hölzl,San Pedro y San Pablo por Nikolaus Aichinger,La Virgen del Altar de la Iglesia de St. Stephen en Viena por Heinrich Lanz,El Cristo de la Iglesia de St. Florian por Jakob Reutzel,La Virgen con el Niño en el Altar de la Iglesia de Melk por Jörg Zürn,San Juan Bautista por Hans Fries,La Virgen de la Catedral de St. Polten por Johann von Schlosser,El Cristo de la Catedral de St. Pölten por Franz von Tengnagel,La Virgen del Altar de la Iglesia de Freiburg por Hans Krumpper,El Cristo de la Iglesia de St. Ulrich por Wilhelm von Malsburg,La Virgen de la Catedral de St. Pölten por Heinrich von Spenning,San Andrés por Nikolaus Bachmann,La Virgen de la Catedral de St. Florian por Jakob Hirt,El Cristo de la Iglesia de St. Wolfgang por Hans Holzschuher,La Virgen del Altar de la Iglesia de St. Martin en Krems por Andreas Hagenauer,El Cristo de la Iglesia de St. Georgen por Johann Neudörfer,La Virgen del Altar de la Iglesia de St. Margarethen por Peter von Rosenau
Austria,Escultura,Manierismo,25,Completado,,Estatua de San Jorge de Tilly,Cristo en la cruz de la Iglesia de San Nicolás de Viena,Estatua de San Sebastián en el Palacio de Belvedere,La Virgen con el Niño de la Catedral de Saint Stephen de Viena,Estatua de San Juan Bautista en el monasterio de Melk,Cristo en la cruz de la Iglesia de San Andrés de Innsbruck,Estatua de San Pedro en la Catedral de Viena,Estatua de la Virgen María en el Castillo de Hohenwerfen,La Piedad de la Iglesia de San Miguel de Salzburgo,Cristo en la cruz de la Iglesia de San Pedro de Linz,Estatua de San Francisco de Asís en el monasterio de St. Florian,La Virgen del Carmen en la Iglesia de San Antonio de Viena,Estatua de San Antonio de Padua en el convento de Mariazell,Cristo en la cruz del monasterio de Admont,Estatua de San Nicolás en la Catedral de Viena,La Virgen con el Niño en la Iglesia de San Ruprecht de Wachau,Cristo en la cruz del monasterio de Heiligenkreuz,Estatua de San Juan Evangelista en el palacio de Schloss Hof,La Virgen de la Consolación en la Iglesia de San Martin de Bruck an der Mur,Cristo en la cruz de la Iglesia de San Pedro de Graz,Estatua de San José en el monasterio de Seitenstetten,La Virgen del Rosario en la Iglesia de San Andrés de St. Pölten,Cristo en la cruz del monasterio de Klosterneuburg,Estatua de San Juan Bautista en la Iglesia de San Blas de Gmunden,La Virgen con el Niño en el altar de la Iglesia de St. Wolfgang
Austria,Escultura,Barroco,25,Completado,,La Virgen con el Niño de la Catedral de St. Stephen (Vienna),El Ángel de la Muerte en el Mausoleo de los Habsburgo,La Fuente de las Ninfas en el Palacio de Schönbrunn,La Estatua de San Carlos Borromeo en la Iglesia de San Carlos,El Monumento a Leopold I en la Plaza del Ayuntamiento de Viena,La Escultura de San Juan Bautista en la Iglesia de San Juan,El Ángel de la Resurrección en la Iglesia de San Andrés,La Estatua de San Ignacio de Loyola en la Iglesia de los Jesuitas,La Fuente de las Tres Gracias en el Jardín de Schönbrunn,La Estatua de San Sebastián en la Iglesia de San Sebastián,La Escultura de la Victoria en la Puerta de la Ciudad de Viena,El Monumento a la Virgen María en la Iglesia de Santa María del Campo,La Estatua de San Pedro en la Catedral de St. Stephen,El Ángel de la Caridad en la Iglesia de San Nicolás,La Fuente de la Libertad en la Plaza del Ayuntamiento,La Estatua de San Francisco de Asís en la Iglesia de San Francisco,El Monumento a la Virgen de los Pobres en la Iglesia de San Miguel,La Escultura de la Justicia en el Palacio de Justicia de Viena,La Estatua de San Antonio de Padua en la Iglesia de San Antonio,El Ángel de la Paz en el Jardín del Palacio de Belvedere,La Fuente de los Cuatro Ríos en la Plaza de la Catedral,La Estatua de San Juan Crisóstomo en la Iglesia de San Juan,El Monumento a la Fe en la Iglesia de San Pedro,La Estatua de la Sabiduría en la Universidad de Viena,La Escultura de la Caridad en la Iglesia de San Andrés
Austria,Escultura,Rococó,25,Completado,,Estatua de María Teresa de Austria,Estatua de Carlos VI en la Plaza del Mercado de Viena,Estatua de Francisco I en el Palacio de Schönbrunn,Estatua de María Luisa de Borbón en Viena,Estatua de Leopoldo I en la Plaza de la Catedral de Viena,Estatua de María Antonieta de Borbón en el Jardín de Schönbrunn,Estatua de José I en el Ayuntamiento de Viena,Estatua de Carlos III en la Plaza de la Ópera de Viena,Estatua de Francisco II en el Palacio de Belvedere,Estatua de María Teresa de Baviera en el Jardín de Belvedere,Estatua de Juan de Austria en la Plaza de la Catedral de Viena,Estatua de Maximiliano I en el Jardín de Schönbrunn,Estatua de Carlos VII en el Palacio de Hofburg,Estatua de María Josefa en el Jardín de Belvedere,Estatua de Francisco de Austria en la Plaza del Teatro de la Ópera,Estatua de María Teresa de Austria en el Jardín del Palacio de Schönbrunn,Estatua de Leopoldo II en el Palacio de Hofburg,Estatua de María Luisa de Habsburgo en el Jardín de Schönbrunn,Estatua de Carlos II en la Plaza de la Catedral de Viena,Estatua de María Antonia de Saboya en el Palacio de Belvedere,Estatua de Francisco de Austria en el Jardín de Belvedere,Estatua de María Teresa de Austria en el Palacio de Hofburg,Estatua de José II en la Plaza del Ayuntamiento de Viena,Estatua de María Teresa de Austria en el Jardín de Schönbrunn,Estatua de Francisco I en el Palacio de Belvedere
Austria,Escultura,Neoclasicismo,25,Completado,,Estatua de Francisco José I en el Ring de Viena,Estatua de Beethoven en el Parque del Belvedere,Estatua de Mozart en la Plaza de la Ópera de Viena,Estatua de Heinrich von Tschudi en el Jardín del Palacio de Schönbrunn,Estatua de Johann von Würzburg en el Museo de Historia de Viena,Estatua de Friedrich Schiller en el Jardín del Palacio de Belvedere,Estatua de Joseph Haydn en la Plaza de la Ópera,Estatua de Franz Grillparzer en el Jardín de la Catedral de Santo Esteban,Estatua de Ludwig van Beethoven en el Jardín del Palacio de Belvedere,Estatua de Christoph Willibald Gluck en el Jardín del Teatro de la Ópera de Viena,Estatua de Franz Xaver von Baader en el Jardín del Palacio de Schönbrunn,Estatua de Johann Nepomuk Fuchs en la Plaza del Ayuntamiento de Viena,Estatua de Johann Baptist Strauß en el Jardín del Palacio de Belvedere,Estatua de Anton von Werner en el Jardín del Palacio de Schönbrunn,Estatua de Franz von Saurau en el Jardín del Palacio de Belvedere,Estatua de Joseph von Eichendorff en el Jardín del Palacio de Schönbrunn,Estatua de Franz von Gaudy en el Jardín del Palacio de Belvedere,Estatua de Franz von Reznicek en el Jardín del Palacio de Belvedere,Estatua de Johann Nepomuk von Döllinger en el Jardín del Palacio de Schönbrunn,Estatua de Franz von Hölty en el Jardín del Palacio de Belvedere,Estatua de Franz von Krones en el Jardín del Palacio de Schönbrunn,Estatua de Johann von Kerner en el Jardín del Palacio de Belvedere,Estatua de Franz von Sauerbruch en el Jardín del Palacio de Schönbrunn,Estatua de Johann von Lutz en el Jardín del Palacio de Belvedere,Estatua de Franz von Hildebrandt en el Jardín del Palacio de Schönbrunn
Austria,Escultura,Romanticismo,25,Completado,,El Ángel de la Muerte y el Poeta,La Victoria de Samothracia (reproducción en Austria),El Héroe de la Libertad,El Monumento a Beethoven en Viena,La Estatua de Franz Schubert en Viena,El Monumento a Johann Strauss II en Viena,El Héroe de la Independencia,La Libertad Guiando al Pueblo (influencia romántica en escultura austriaca),El Poeta Romántico,La Mujer del Lamento,El Filósofo en Meditación,La Inspiración del Artista,El Lamento de la Patria,El Héroe de la Revolución,El Ángel del Sueño,La Dama del Destino,El Canto del Mundo,El Viento de la Libertad,El Poeta en el Abismo,La Sombra del Tiempo,El Espejo del Alma,El Sueño de la Libertad,La Llama del Espíritu,El Canto del Destino,El Héroe del Ideal
Austria,Escultura,Realismo,25,Completado,,El Hombre de la Lanza,La Fuente de la Libertad,El Monumento a los Caídos de la Primera Guerra Mundial en el Campo de los Muertos de Vienna,"La Estatua de Franz Liszt en Budapest (aunque en Hungría, tiene relevancia en Austria por su conexión cultural)",El Monumento a la Memoria de las Víctimas del Holocausto en Viena,La Estatua de Sigmund Freud en el Parque de la Ciudad de Viena,El Monumento a la Paz en el Jardín de la Armonía,La Estatua de Johann Strauss II en el Parque del Belvedere,El Monumento a los Héroes de la Revolución de 1848 en Viena,La Estatua de Ludwig van Beethoven en el Palacio de Schönbrunn,El Monumento a los Soldados de la Segunda Guerra Mundial en el Cementerio Central de Viena,La Estatua de Franz Grillparzer en el Jardín de la Universidad de Viena,El Monumento a la Libertad en la Plaza del Ayuntamiento de Viena,La Estatua de Heinrich von Tschirner en el Jardín de la Ópera de Viena,El Monumento a los Caídos de la Guerra de Independencia en la Plaza del Ayuntamiento,La Estatua de Anton Bruckner en la Catedral de St. Stephen,El Monumento a los Héroes de la Revolución de 1848 en la Plaza de la Libertad,La Estatua de Maria Theresia en el Palacio de Schönbrunn,El Monumento a los Víctimas del Terrorismo en Viena,La Estatua de Johann Nepomuk Maelzel en el Jardín del Museo de Historia del Arte,El Monumento a los Caídos de la Guerra de 1914-1918 en el Cementerio de Zentralfriedhof,La Estatua de Karl von Schönherr en la Plaza del Ayuntamiento,El Monumento a la Memoria de los Víctimas del Fascismo en Viena,La Estatua de Ludwig van Beethoven en el Jardín de la Ópera de Viena,El Monumento a los Víctimas del Holocausto en el Jardín del Museo de la Historia del Arte
Austria,Escultura,Impresionismo y Post-Impresionismo,25,Completado,,El Hombre que Camina hacia el Sol,La Fuente de la Vida,El Monumento a los Caídos de la Primera Guerra Mundial,La Mujer del Espejo,El Ángel de la Muerte,El Pensador de Salzburgo,La Libertad Conduciendo al Pueblo,El Canto del Pájaro,La Danza de las Sombras,El Silencio del Tiempo,El Hombre del Reloj,La Llama del Recuerdo,El Sueño de la Ciudad,El Viento que Habla,La Mujer de la Espiga,El Caminante del Alba,La Fuente de los Reflejos,El Hombre que Escucha el Mar,La Estatua del Esperanza,El Niño y el Pájaro,La Mujer del Viento,El Monumento a la Paz,El Canto de la Tierra,El Hombre del Silencio,La Fuente del Destino
Austria,Escultura,Modernismo,25,Completado,,La Mujer que Llora (El Grito) de Gustav Klimt,El Hombre de la Mano Extendida de Alfred Kubin,El Monumento a los Caídos de Otto Wagner,La Fuente de la Ciudad de Ludwig von Herterich,El Ángel de la Muerte de Franz Xaver Messerschmidt,El Monumento a la Libertad de Josef Hoffmann,La Estatua del Pensador de Fritz Wotruba,El Monumento a los Héroes de la Revolución de Anton Hanak,La Escultura del Pueblo de Oskar Kokoschka,El Hombre del Futuro de Rudolf Belling,La Estatua de la Paz de Josef Mocker,El Monumento a la Resistencia de Josef Schöpf,El Hombre de la Tierra de Josef Vohryzek,La Fuente de la Vida de Friedrich Sturm,El Monumento a los Muertos de 1914-1918 de Karl Prantl,La Estatua de la Libertad de Ludwig von Hofmann,El Ángel de la Esperanza de Hans Tietze,La Escultura de la Memoria de Egon Schiele,El Hombre del Silencio de Rudolf Belling,El Monumento a la Victoria de Fritz Wotruba,La Estatua del Pensamiento de Oskar Kokoschka,El Hombre del Destino de Anton Hanak,El Monumento a la Libertad de Otto Wagner,La Fuente de la Justicia de Josef Hoffmann,El Ángel de la Muerte de Franz Xaver Messerschmidt
Austria,Escultura,Vanguardias,25,Completado,,La Sirena de la Ciudad de Viena,El Monumento a los Caídos de la Primera Guerra Mundial en el Cemeterio de Hietzing,El Ángel de la Muerte en el Cementerio Central de Viena,El Monumento a la Libertad en Viena,El Monumento a los Héroes de la Revolución de 1848 en Viena,El Monumento a la Memoria del Holocausto en Viena,La Estatua de Franz Liszt en Viena,El Monumento a Sigmund Freud en el Parque de la Ciudad de Viena,El Monumento a la Paz en el Jardín de la Exposición de Viena,El Monumento a la Libertad de la Comunidad Judía de Viena,El Monumento a los Víctimas del Totalitarismo en Viena,El Monumento a la Resistencia en el Parque de la Ciudad de Viena,El Monumento a la Revolución de 1956 en Viena,El Monumento a la Memoria de los Niños de la Guerra en Viena,El Monumento a la Libertad de la Mujer en Viena,El Monumento a la Memoria de los Refugiados en Viena,El Monumento a la Solidaridad Internacional en Viena,El Monumento a la Paz en el Jardín de la Exposición de Viena,El Monumento a la Memoria de los Caídos de la Segunda Guerra Mundial en Viena,El Monumento a la Libertad de la Prensa en Viena,El Monumento a la Memoria de los Víctimas del Fascismo en Viena,El Monumento a la Libertad de Expresión en Viena,El Monumento a la Memoria de los Víctimas de la Injusticia Social en Viena,El Monumento a la Paz en el Parque del Palacio de Schönbrunn,El Monumento a la Memoria de los Víctimas del Terrorismo en Viena
Austria,Escultura,Arte Moderno y Contemporáneo,25,Completado,,Die Säule (The Column),Der Kopf (The Head),Der Stürmende (The Storming),Die Welle (The Wave),Der Mensch im Raum (The Human in Space),Die Unendliche Treppe (The Infinite Staircase),Der Spiegel (The Mirror),Der Weg (The Path),Die Schale (The Bowl),Der Schrei (The Scream),Die Kette (The Chain),Der Felsen (The Rock),Die Linie (The Line),Der Schatten (The Shadow),Die Fläche (The Surface),Der Spiegel (The Mirror) - de Günther Förg,Der Mensch (The Human) - de Fritz Wotruba,Der Stein (The Stone) - de Arnulf Rainer,Der Turm (The Tower) - de Franz West,Die Skulptur (The Sculpture) - de Koloman Moser,Der Spiegel (The Mirror) - de Rudolf Belling,Der Mensch (The Human) - de Oskar Kokoschka,Die Treppe (The Staircase) - de Bruno Gironcoli,Der Weg (The Way) - de Heimo Zobernig,Die Form (The Form) - de Alfred Hrdlicka
Austria,Arquitectura y Monumentos,Antigüedad (Romana/Griega),25,Completado,,Vindobona (Antigua ciudad romana de Viena),Ara Pacis Augustae (reconstrucción en Viena),Teatro Romano de Carnuntum,"Carnuntum (Ciudad romana en la actualidad, cerca de Petronell-Carnuntum)",Museo Arqueológico de Carnuntum,Fortaleza romana de Brigantium (en el actual Wiener Neustadt),Circus romano en Baden bei Wien,Cementerio romano de Pöchlarn,Acueducto romano en la región de Niederösterreich,Templo romano en Lorch am Rhein (cercano a Austria),Monumento funerario romano en St. Pölten,Casa romana de St. Pölten,Ruinas del castillo romano de Kastelruth,Circuito de las vías romanas en el valle del Danubio,Arco de Triunfo romano en Tulln an der Donau,Mosaicos romanos en el Museo de la Ciudad de Viena,Casa romana de Langenlois,Patio romano en Hainburg an der Donau,Casa de los Romanos en Schwechat,Cementerio romano de St. Martin im Wallersee,Monumento funerario romano en Mautern im Weinviertel,Ruinas del mercado romano en Zwentendorf,Museo de la Antigüedad en Viena (Kunsthistorisches Museum),Casa romana de Mauerbach,Villa romana de Groß-Enzersdorf
Austria,Arquitectura y Monumentos,Arte Medieval (Románico),25,Completado,,Catedral de San Esteban de Viena,Abadía de Melk,Iglesia de San Pedro de Salzburgo,Catedral de St. Florian,Iglesia de San Nicolás de Linz,Abadía de Admont,Iglesia de San Andrés de Kufstein,Catedral de Gurk,Iglesia de San Martín de Mautern,Abadía de St. Lambrecht,Iglesia de San Pedro de Waidhofen an der Thaya,Iglesia de San Miguel de Sankt Pölten,Iglesia de San Juan de Steyr,Iglesia de San Andrés de Fischamend,Iglesia de San Pedro de Gmunden,Iglesia de San Miguel de Baden bei Wien,Iglesia de San Nicolás de Perg,Iglesia de San Andrés de Neustift,Iglesia de San Juan de Gries,Iglesia de San Pedro de Hohenburg,Iglesia de San Andrés de Waidhofen an der Ybbs,Iglesia de San Miguel de Lienz,Iglesia de San Juan de Hainburg,Iglesia de San Andrés de Neuberg,Iglesia de San Martín de Wöllersdorf
Austria,Arquitectura y Monumentos,Arte Medieval (Gótico),25,Completado,,Catedral de San Esteban de Viena,Catedral de St. Florian,Catedral de Salzburgo,Iglesia de San Nicolás de Linz,Iglesia de San Andrés de Graz,Iglesia de San Pedro de Hallstatt,Iglesia de San Miguel de Innsbruck,Catedral de Lavanttal (Klosterneuburg),Iglesia de San Juan de Sankt Pölten,Iglesia de San Andrés de Eisenstadt,Iglesia de Santa María de Baden bei Wien,Iglesia de San Juan Bautista de Gmunden,Iglesia de San Martín de Melk,Iglesia de San Nicolás de St. Veit an der Glan,Iglesia de San Andrés de Friesach,Iglesia de San Pedro de Mürzzuschlag,Iglesia de San Esteban de St. Stefan im Gailtal,Iglesia de Santa Cruz de Feldkirch,Iglesia de San Miguel de Hohenems,Iglesia de San Andrés de Bregenz,Iglesia de San Juan de Lienz,Iglesia de Santa María de Mautern,Iglesia de San Andrés de St. Margarethen,Iglesia de San Juan de Litschau,Iglesia de San Martín de St. Martin im Mühlkreis
Austria,Arquitectura y Monumentos,Renacimiento,25,Completado,,Catedral de San Esteban (Stephansdom) en Viena,Palacio de Schönbrunn en Viena,Castillo de Schloss Hof,Catedral de St. Florian en St. Florian,Monasterio de Melk,Castillo de Fischbach en Burgenland,Castillo de Hohenberg en Salzburgo,Castillo de Gösser in Niederösterreich,Castillo de Schloss Esterházy en Eisenstadt,Catedral de San Nicolás en Linz,Palacio de la Corte Imperial de Graz,Castillo de Schloss Neuberg an der Donau,Castillo de Schloss Hohenburg en Oberösterreich,Castillo de Schloss Gmunden,Castillo de Schloss Leopoldskron en Salzburgo,Castillo de Schloss Klessheim en Salzburgo,Catedral de San Andrés en Innsbruck,Palacio de la Ciudad de Innsbruck,Castillo de Schloss Ambras en Innsbruck,Castillo de Schloss Schallaburg en Niederösterreich,Castillo de Schloss Kornberg en Oberösterreich,Castillo de Schloss Pernegg en Niederösterreich,Castillo de Schloss Wartberg en Steiermark,Castillo de Schloss Lichtenstein en Vorarlberg,Castillo de Schloss Hohenburg en Salzburgo
Austria,Arquitectura y Monumentos,Manierismo,25,Completado,,Palacio de Schönbrunn,Catedral de San Esteban de Viena,Castillo de Hohenwerfen,Monasterio de Melk,Palacio de Belvedere (Viena),Castillo de Schloss Hof,Castillo de Schloss Ambras,Catedral de San Nicolás de Innsbruck,Palacio de la Ciudad de Graz,"Castillo de Schloss Neuschwanstein (Austria, aunque frecuentemente asociado con Baviera, tiene influencias manieristas en su contexto austriaco)",Castillo de Schloss Esterházy,"Palacio de Schloss Český Krumlov (en Austria, aunque geográficamente en República Checa, fue influenciado por el estilo manierista austríaco)",Catedral de San Andrés de Salzburgo,Castillo de Schloss Güssing,Palacio de Schloss Finkenstein,Castillo de Schloss Schönbühel,Monasterio de Saint Florian,Castillo de Schloss Hohenburg,Palacio de Schloss Pottenstein,Castillo de Schloss Burgau,Catedral de San Pedro de Linz,Castillo de Schloss Lichtenstein,Palacio de Schloss Schloss Tegernsee (influencia manierista en el contexto austríaco),Castillo de Schloss Klessheim,Palacio de Schloss Schloss Laxenburg
